season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,lap,laptime,lap_start_position,lap_end_position,position_change
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Quarterfinals,1,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						44.369 
					",Q,5,9.44,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Quarterfinals,1,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.431 
					",Q,2,9.33,4.0,4.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Quarterfinals,1,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.431 
					",Q,3,9.02,4.0,3.0,1.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Quarterfinals,1,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.431 
					",Q,4,9.27,3.0,2.0,1.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Quarterfinals,1,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.431 
					",Q,5,9.14,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,2,3,,,9.0,AriannaFONTANA,6227,ITA,"
						44.022 
					",QA,2,9.51,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,2,3,,,9.0,AriannaFONTANA,6227,ITA,"
						44.022 
					",QA,3,9.07,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,2,3,,,9.0,AriannaFONTANA,6227,ITA,"
						44.022 
					",QA,4,8.87,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,2,3,,,9.0,AriannaFONTANA,6227,ITA,"
						44.022 
					",QA,5,9.33,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,PEN,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						PEN
					",,2,9.42,4.0,4.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,PEN,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						PEN
					",,3,8.94,4.0,3.0,1.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,PEN,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						PEN
					",,4,8.88,3.0,3.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Semifinals,1,PEN,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						PEN
					",,5,22.0,3.0,4.0,-1.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,1,1,1,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.655 
					",Q,2,9.6,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,1,1,1,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.655 
					",Q,3,9.03,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,1,1,1,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.655 
					",Q,4,9.18,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,1,1,1,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.655 
					",Q,5,9.28,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,7,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						43.797 
					",Q,2,9.43,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,7,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						43.797 
					",Q,3,8.95,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,7,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						43.797 
					",Q,4,9.05,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Heats,7,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						43.797 
					",Q,5,9.17,1.0,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,2,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						43.335 
					",Q,2,9.28,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,2,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						43.335 
					",Q,3,8.77,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,2,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						43.335 
					",Q,4,8.88,2.0,2.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,2,2,5,,,7.0,SCHULTINGSuzanne,8493,NED,"
						43.335 
					",Q,5,9.04,2.0,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,3,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						44.074 
					",Q,2,9.5,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,3,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						44.074 
					",Q,3,8.88,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,3,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						44.074 
					",Q,4,9.05,1.0,1.0,-0.0
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),500m,-1,w,Preliminaries,3,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						44.074 
					",Q,5,9.34,1.0,1.0,-0.0
2017-2018,Olympic Winter Games 2018,500m,-1,m,Heats,5,PEN,4,,,2.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,2,8.8,4.0,4.0,-0.0
2017-2018,Olympic Winter Games 2018,500m,-1,m,Heats,5,PEN,4,,,2.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,3,8.02,4.0,4.0,-0.0
2017-2018,Olympic Winter Games 2018,500m,-1,m,Heats,5,PEN,4,,,2.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,4,8.13,4.0,3.0,1.0
2017-2018,Olympic Winter Games 2018,500m,-1,m,Heats,5,PEN,4,,,2.0,KNEGTSjinkie,7352,NED,"
						PEN
					",,5,8.69,3.0,3.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,2,13.18,2.0,4.0,-2.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,3,11.66,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,4,11.42,4.0,5.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,5,10.52,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,6,9.75,5.0,4.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,7,9.48,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,8,9.24,4.0,3.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,9,9.01,3.0,2.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,10,9.39,2.0,2.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,11,9.2,2.0,2.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,12,8.97,2.0,1.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,13,9.27,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,5,1,8,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:20.933 
					",Q,14,9.59,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,2,13.25,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,3,12.24,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,4,12.45,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,5,11.4,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,6,10.73,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,7,9.96,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,8,9.78,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,9,10.13,4.0,5.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,10,9.43,5.0,4.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,11,9.17,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,12,9.07,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,13,8.64,4.0,1.0,3.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Heats,7,1,4,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:25.457 
					",Q,14,9.25,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,2,11.97,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,3,12.01,5.0,6.0,-1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,4,10.95,6.0,6.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,5,10.7,6.0,6.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,6,10.06,6.0,5.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,7,9.24,5.0,1.0,4.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,8,9.39,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,9,9.37,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,10,9.47,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,11,9.48,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,12,9.5,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,13,9.31,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Rep.Heats,3,1,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:19.585 
					",Q,14,9.35,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,2,14.23,4.0,5.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,3,12.22,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,4,11.55,5.0,7.0,-2.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,5,10.14,7.0,7.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,6,9.2,7.0,3.0,4.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,7,9.0,3.0,1.0,2.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,8,9.42,1.0,2.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,9,9.47,2.0,3.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,10,9.48,3.0,3.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,11,9.35,3.0,3.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,12,9.14,3.0,2.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,13,8.79,2.0,1.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,1,5,,,45.0,KWAKYoon-Gy,6120,KOR,"
						2:22.454 
					",QA,14,9.23,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,2,14.35,2.0,3.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,3,12.28,3.0,4.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,4,11.56,4.0,6.0,-2.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,5,10.18,6.0,5.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,6,9.21,5.0,1.0,4.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,7,9.15,1.0,2.0,-1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,8,9.21,2.0,1.0,1.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,9,9.41,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,10,9.5,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,11,9.33,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,12,9.29,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1500m,2,m,Semifinals,2,4,3,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:22.638 
					",QB,13,9.02,1.0,2.0,-1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,2,12.94,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,3,12.53,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,4,10.7,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,5,10.7,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,6,10.19,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,7,9.72,5.0,4.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,8,9.31,4.0,3.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,9,9.14,3.0,3.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,10,8.98,3.0,2.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,11,9.21,2.0,2.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,12,8.9,2.0,1.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,13,9.13,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,2,1,5,,,1.0,KNEGTSjinkie,7352,NED,"
						2:20.731 
					",Q,14,9.27,1.0,1.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,2,13.31,4.0,5.0,-1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,3,11.24,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,4,10.89,5.0,6.0,-1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,5,10.53,6.0,5.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,6,9.96,5.0,1.0,4.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,7,10.22,1.0,3.0,-2.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,8,9.87,3.0,3.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,9,9.32,3.0,2.0,1.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,10,10.25,2.0,5.0,-3.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,11,9.29,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,12,9.11,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,13,9.18,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),1500m,-1,m,Heats,6,5,6,,,116.0,FrancoisHAMELIN,6167,CAN,"
						2:24.327 
					",,14,9.41,5.0,5.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),500m,2,m,Quarterfinals,2,3,4,,,1.0,KNEGTSjinkie,7352,NED,"
						41.099 
					",,2,8.76,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),500m,2,m,Quarterfinals,2,3,4,,,1.0,KNEGTSjinkie,7352,NED,"
						41.099 
					",,3,8.31,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),500m,2,m,Quarterfinals,2,3,4,,,1.0,KNEGTSjinkie,7352,NED,"
						41.099 
					",,4,8.35,4.0,4.0,-0.0
2015-2016,ISU World Cup 2015/16 - Toronto (CAN),500m,2,m,Quarterfinals,2,3,4,,,1.0,KNEGTSjinkie,7352,NED,"
						41.099 
					",,5,8.42,4.0,3.0,1.0
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,m,Heats,6,2,3,,,109.0,FrancoisHAMELIN,6167,CAN,"
						2:25.791 
					",Q,2,12.97,3.0,2.0,1.0
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,m,Heats,6,2,3,,,109.0,FrancoisHAMELIN,6167,CAN,"
						2:25.791 
					",Q,3,10.2,2.0,2.0,-0.0
2014-2015,ISU World Cup 2014/15 - Erzurum (TUR),1500m,-1,m,Heats,6,2,3,,,109.0,FrancoisHAMELIN,6167,CAN,"
						2:25.791 
					",Q,4,10.33,2.0,2.0,-0.0
